sgRNA,Gene,HL60.initial,KBM7.initial,HL60.final,KBM7.final
BLZF1_m169345796,BLZF1,183,186,674,1139
BLZF1_m169345917,BLZF1,253,511,702,972
BLZF1_m169346001,BLZF1,88,274,929,989
BLZF1_p169345799,BLZF1,498,303,1062,554
BLZF1_p169345808,BLZF1,722,327,1491,2035
BLZF1_p169345839,BLZF1,417,371,783,516
BLZF1_p169345879,BLZF1,80,130,440,192
BLZF1_p169345908,BLZF1,377,262,1095,912
BLZF1_p169345923,BLZF1,181,238,510,752
BLZF1_p169346033,BLZF1,330,345,869,1345
BRAT1_m2593963,BRAT1,595,556,1304,2035
BRAT1_m2593968,BRAT1,564,479,674,784
BRAT1_m2593980,BRAT1,1158,813,1980,2370
BRAT1_m2593998,BRAT1,525,350,255,686
BRAT1_m2594008,BRAT1,87,0,303,28
BRAT1_m2594037,BRAT1,286,186,536,1247
BRAT1_p2587086,BRAT1,896,671,1191,1363
BRAT1_p2593987,BRAT1,598,571,1249,1325
BRAT1_p2594015,BRAT1,518,388,1348,1073
BRAT1_p2594025,BRAT1,282,194,563,157
BRCA2_m32893224,BRCA2,497,417,1012,1138
BRCA2_m32893266,BRCA2,911,512,552,135
BRCA2_m32893284,BRCA2,297,327,887,1091
BRCA2_m32893341,BRCA2,280,439,1090,1331
BRCA2_m32893380,BRCA2,242,140,330,1351
BRCA2_m32893413,BRCA2,240,221,600,96
BRCA2_p32890598,BRCA2,290,224,220,297
BRCA2_p32890642,BRCA2,1007,689,2308,540
BRCA2_p32893216,BRCA2,160,194,691,771
BRCA2_p32893346,BRCA2,448,403,1250,710
BRIX1_m34915927,BRIX1,179,235,373,211
BRIX1_p34915844,BRIX1,933,508,1650,1160
BRIX1_p34915849,BRIX1,551,664,553,499
BRIX1_p34915866,BRIX1,653,589,1597,869
BRIX1_p34915916,BRIX1,496,226,1710,1249
BRIX1_p34915932,BRIX1,1796,1080,3238,3005
BRIX1_p34915938,BRIX1,768,681,1976,1948
BRIX1_p34915958,BRIX1,465,606,634,1648
BRIX1_p34915966,BRIX1,212,207,1034,1272
BRIX1_p34918524,BRIX1,1058,526,1101,578
BRMS1L_m36295763,BRMS1L,491,858,2160,1870
BRMS1L_m36295813,BRMS1L,593,729,1563,1644
BRMS1L_m36300693,BRMS1L,698,449,1110,2232
BRMS1L_p36295720,BRMS1L,380,198,165,44
BRMS1L_p36295754,BRMS1L,845,443,1551,2790
BRMS1L_p36295817,BRMS1L,631,297,1478,739
BRMS1L_p36295826,BRMS1L,941,613,1262,1976
BRMS1L_p36295842,BRMS1L,229,193,377,408
BRMS1L_p36300628,BRMS1L,280,224,699,870
BRMS1L_p36300637,BRMS1L,1388,1337,4915,4146
BTBD8_m92546218,BTBD8,361,466,1223,803
BTBD8_m92546232,BTBD8,131,364,1240,1710
BTBD8_m92546265,BTBD8,317,283,652,931
BTBD8_m92554275,BTBD8,618,589,1453,5121
BTBD8_p92546119,BTBD8,772,461,859,1185
BTBD8_p92546175,BTBD8,493,606,852,1561
BTBD8_p92546223,BTBD8,346,269,1001,1249
BTBD8_p92546244,BTBD8,429,208,1248,1223
BTBD8_p92546255,BTBD8,348,178,855,1783
BTBD8_p92554241,BTBD8,117,104,207,660
BTD_m15676929,BTD,663,399,1672,1531
BTD_p15643356,BTD,342,404,1541,1923
BTD_p15643364,BTD,722,406,1457,1864
BTD_p15643379,BTD,551,222,584,1008
BTD_p15676915,BTD,385,275,454,550
BTD_p15676931,BTD,384,383,986,849
BTD_p15676975,BTD,162,135,108,751
BTD_p15676984,BTD,795,598,1704,1373
BTD_p15676997,BTD,448,436,517,129
BTD_p15677026,BTD,116,53,617,318
BTG4_m111368075,BTG4,1074,1057,2956,2254
BTG4_m111368750,BTG4,907,715,1981,2176
BTG4_m111368765,BTG4,724,406,707,906
BTG4_m111369330,BTG4,293,487,1531,1738
BTG4_m111369342,BTG4,60,138,329,221
BTG4_m111369366,BTG4,1110,527,1928,2120
BTG4_p111368096,BTG4,335,158,775,1033
BTG4_p111368718,BTG4,440,427,1312,1876
BTG4_p111368733,BTG4,557,249,1297,387
BTG4_p111368756,BTG4,282,703,1295,1023
BTK_m100629564,BTK,406,319,792,823
BTK_m100629605,BTK,415,298,1841,1886
BTK_m100629617,BTK,702,525,1633,2335
BTK_m100630134,BTK,990,944,2668,2674
BTK_m100630256,BTK,187,240,2022,812
BTK_p100630137,BTK,610,753,1390,3313
BTK_p100630152,BTK,793,364,1351,2493
BTK_p100630166,BTK,563,403,1015,838
BTK_p100630186,BTK,982,673,2161,3310
BTK_p100630245,BTK,654,535,737,1177
C10orf114_m21784732,C10orf114,196,88,119,171
C10orf114_m21784799,C10orf114,474,424,699,410
C10orf114_m21785680,C10orf114,723,317,1274,1164
C10orf114_m21785704,C10orf114,874,773,2089,3032
C10orf114_m21785709,C10orf114,402,427,562,1054
C10orf114_m21785719,C10orf114,130,254,378,1045
C10orf114_m21785733,C10orf114,677,529,1315,706
C10orf114_p21784735,C10orf114,536,610,1311,2097
C10orf114_p21784741,C10orf114,507,247,1412,1049
C10orf114_p21784822,C10orf114,183,143,195,308
C10orf118_m115922661,C10orf118,1046,767,2219,3244
C10orf118_m115922669,C10orf118,562,564,2041,1945
C10orf118_m115922803,C10orf118,537,283,1017,1035
C10orf118_m115922831,C10orf118,226,238,589,480
C10orf118_p115922586,C10orf118,224,219,637,1359
C10orf118_p115922794,C10orf118,481,301,963,1093
C10orf118_p115922839,C10orf118,37,78,526,607
C10orf118_p115922880,C10orf118,711,748,732,2619
C10orf118_p115922947,C10orf118,315,287,807,1123
C10orf118_p115922990,C10orf118,807,467,1224,1794
C10orf137_m127408425,C10orf137,371,360,745,1247
C10orf137_m127408447,C10orf137,47,174,768,947
C10orf137_m127408455,C10orf137,658,145,842,498
C10orf137_m127409813,C10orf137,198,296,1555,1077
C10orf137_m127409840,C10orf137,250,98,618,481
C10orf137_p127408384,C10orf137,1138,678,2463,2110
C10orf137_p127408435,C10orf137,261,495,1670,1225
C10orf137_p127408462,C10orf137,467,572,1397,1651
C10orf137_p127409769,C10orf137,174,160,683,815
C10orf137_p127409798,C10orf137,841,666,1423,2637
C10orf82_m118425232,C10orf82,265,404,1157,1093
C10orf82_m118425301,C10orf82,762,753,2727,2689
C10orf82_m118427770,C10orf82,457,482,1504,1674
C10orf82_m118427779,C10orf82,381,114,345,305
C10orf82_p118425281,C10orf82,599,191,1066,991
C10orf82_p118425292,C10orf82,323,387,831,934
C10orf82_p118425306,C10orf82,1017,601,2254,2456
C10orf82_p118427758,C10orf82,832,658,1381,3201
C10orf82_p118427784,C10orf82,640,404,1000,1369
C10orf82_p118427790,C10orf82,128,256,1117,1317
C11orf49_m46958376,C11orf49,150,65,106,421
C11orf49_m46958381,C11orf49,187,141,59,79
C11orf49_m46958386,C11orf49,526,184,592,654
C11orf49_m47008774,C11orf49,139,63,34,150
C11orf49_m47008779,C11orf49,574,329,1701,805
C11orf49_p46958346,C11orf49,524,356,1031,1294
C11orf49_p46958364,C11orf49,485,536,794,1209
C11orf49_p47008762,C11orf49,426,201,1204,1205
C11orf49_p47008814,C11orf49,441,405,977,1465
C11orf49_p47008824,C11orf49,747,681,2499,3311
C11orf53_m111154916,C11orf53,366,233,784,1008
C11orf53_m111154922,C11orf53,1311,1020,2853,2325
C11orf53_m111154932,C11orf53,338,189,367,475
C11orf53_m111154948,C11orf53,257,515,615,1345
C11orf53_p111152143,C11orf53,676,491,2445,1884
C11orf53_p111154786,C11orf53,444,489,847,1694
C11orf53_p111154796,C11orf53,33,40,144,559
C11orf53_p111154805,C11orf53,362,224,809,610
C11orf53_p111154885,C11orf53,300,193,614,759
C11orf53_p111154939,C11orf53,273,196,472,534
C11orf54_m93480592,C11orf54,439,228,1192,954
C11orf54_m93483551,C11orf54,855,751,1617,1172
C11orf54_m93483572,C11orf54,206,228,542,605
C11orf54_m93486891,C11orf54,638,356,1186,1737
C11orf54_p93483500,C11orf54,178,193,1358,1095
C11orf54_p93483530,C11orf54,448,378,1151,1271
C11orf54_p93483563,C11orf54,577,361,882,1185
C11orf54_p93486861,C11orf54,850,684,855,1739
C11orf54_p93487137,C11orf54,842,666,971,1496
C11orf54_p93487143,C11orf54,43,114,276,112
C11orf74_m36631663,C11orf74,816,662,1614,1312
C11orf74_m36669640,C11orf74,867,776,1892,1972
C11orf74_m36669645,C11orf74,335,380,1439,1777
C11orf74_m36680652,C11orf74,284,329,573,1228
C11orf74_m36680711,C11orf74,93,0,31,42
C11orf74_p36631694,C11orf74,645,653,1435,2132
C11orf74_p36669561,C11orf74,355,335,1318,1015
C11orf74_p36669575,C11orf74,584,359,1260,629
C11orf74_p36669683,C11orf74,529,294,971,1398
C11orf74_p36680678,C11orf74,2158,1442,4744,5197
C11orf86_m66742834,C11orf86,251,349,774,739
C11orf86_m66742873,C11orf86,553,682,2057,1805
C11orf86_m66742878,C11orf86,459,493,702,1049
C11orf86_m66742915,C11orf86,317,293,604,497
C11orf86_m66742925,C11orf86,405,163,996,921
C11orf86_m66742931,C11orf86,320,208,510,248
C11orf86_m66742969,C11orf86,398,447,1255,1717
C11orf86_p66742821,C11orf86,400,194,1031,964
C11orf86_p66742882,C11orf86,175,169,254,564
C11orf86_p66742955,C11orf86,395,269,447,364
C11orf91_m33722130,C11orf91,151,62,429,493
C11orf91_m33722135,C11orf91,513,332,1837,881
C11orf91_m33722163,C11orf91,1064,691,1304,1785
C11orf91_m33722278,C11orf91,534,612,1310,2920
C11orf91_p33722032,C11orf91,299,349,766,443
C11orf91_p33722078,C11orf91,408,263,782,885
C11orf91_p33722189,C11orf91,776,445,741,945
C11orf91_p33722194,C11orf91,716,613,1880,1958
C11orf91_p33722204,C11orf91,680,671,1779,1552
C11orf91_p33722229,C11orf91,775,769,967,1766
C12orf23_m107360929,C12orf23,1922,1444,3593,4792
C12orf23_m107360938,C12orf23,593,236,816,1057
C12orf23_m107360951,C12orf23,110,178,80,1
C12orf23_m107364901,C12orf23,738,360,1538,1352
C12orf23_m107364914,C12orf23,1443,625,1874,1838
C12orf23_p107364893,C12orf23,605,256,1960,1659
C12orf23_p107364937,C12orf23,334,308,679,700
C12orf23_p107364947,C12orf23,798,514,970,821
C12orf23_p107364959,C12orf23,633,426,1868,2109
C12orf23_p107364967,C12orf23,353,294,887,831
C12orf29_m88436609,C12orf29,360,253,867,622
C12orf29_m88436614,C12orf29,180,164,413,540
C12orf29_p88429415,C12orf29,367,154,652,1280
C12orf29_p88429429,C12orf29,164,97,554,478
C12orf29_p88429454,C12orf29,459,406,1567,1309
C12orf29_p88433941,C12orf29,550,773,1854,2274
C12orf29_p88434020,C12orf29,344,526,1520,2190
C12orf29_p88436596,C12orf29,558,585,1589,2036
C12orf29_p88437394,C12orf29,275,548,378,949
C12orf29_p88437402,C12orf29,357,628,2271,2155
C12orf5_m4446224,C12orf5,0,40,0,0
C12orf5_m4446303,C12orf5,486,103,569,1017
C12orf5_p4430444,C12orf5,107,237,600,164
C12orf5_p4440445,C12orf5,895,564,2093,1852
C12orf5_p4446215,C12orf5,117,70,702,153
C12orf5_p4446239,C12orf5,392,495,1634,1489
C12orf5_p4446294,C12orf5,409,205,898,603
C12orf5_p4459033,C12orf5,1423,1393,3303,4739
C12orf5_p4459039,C12orf5,441,256,1087,1320
C12orf5_p4460417,C12orf5,608,439,797,681
C14orf105_m57960264,C14orf105,872,706,1893,2410
C14orf105_m57960282,C14orf105,612,814,1326,2064
C14orf105_m57960318,C14orf105,311,269,1392,1382
C14orf105_m57960342,C14orf105,222,81,490,585
C14orf105_m57960350,C14orf105,150,122,405,134
C14orf105_m57960402,C14orf105,255,192,640,1046
C14orf105_p57960324,C14orf105,441,280,1774,776
C14orf105_p57960334,C14orf105,465,378,995,3000
C14orf105_p57960384,C14orf105,487,413,1437,1688
C14orf105_p57960405,C14orf105,971,372,1356,1488
C14orf159_m91626655,C14orf159,633,351,1242,1017
C14orf159_m91626666,C14orf159,121,136,107,444
C14orf159_m91626674,C14orf159,1170,820,2292,2868
C14orf159_m91626681,C14orf159,325,197,618,489
C14orf159_m91626710,C14orf159,176,116,1341,2349
C14orf159_m91626729,C14orf159,290,63,275,298
C14orf159_m91633567,C14orf159,558,382,1207,1272
C14orf159_p91626639,C14orf159,199,446,453,471
C14orf159_p91626712,C14orf159,266,314,1271,591
C14orf159_p91626719,C14orf159,485,239,598,701
C14orf1_m76121287,C14orf1,145,171,740,560
C14orf1_m76121302,C14orf1,394,403,704,956
C14orf1_m76123714,C14orf1,1310,764,2430,2505
C14orf1_m76123786,C14orf1,367,164,1094,932
C14orf1_m76123805,C14orf1,699,504,1014,1277
C14orf1_m76123811,C14orf1,1184,1149,2211,2784
C14orf1_p76121275,C14orf1,658,473,683,685
C14orf1_p76121289,C14orf1,436,349,1500,963
C14orf1_p76123699,C14orf1,432,100,626,222
C14orf1_p76123817,C14orf1,154,149,394,176
C15orf27_m76426604,C15orf27,818,690,2484,2090
C15orf27_m76426619,C15orf27,607,312,1076,2139
C15orf27_m76426635,C15orf27,1148,742,2191,2089
C15orf27_m76430051,C15orf27,0,39,40,46
C15orf27_m76430091,C15orf27,243,332,949,797
C15orf27_m76430112,C15orf27,579,341,827,1676
C15orf27_m76430126,C15orf27,488,505,1194,606
C15orf27_m76430163,C15orf27,268,77,177,111
C15orf27_p76430039,C15orf27,160,77,862,939
C15orf27_p76430130,C15orf27,270,266,734,567
C15orf40_m83680250,C15orf40,1124,888,1543,1388
C15orf40_m83680268,C15orf40,565,353,890,780
C15orf40_m83680307,C15orf40,760,539,1614,2335
C15orf40_m83680325,C15orf40,271,128,174,173
C15orf40_m83680335,C15orf40,357,660,1313,1055
C15orf40_m83680341,C15orf40,144,265,1203,412
C15orf40_p83679084,C15orf40,534,739,1278,1420
C15orf40_p83680252,C15orf40,370,493,956,1525
C15orf40_p83680260,C15orf40,1227,958,2894,2825
C15orf40_p83680278,C15orf40,364,412,891,1144
C15orf43_m45249121,C15orf43,687,390,766,1360
C15orf43_m45249129,C15orf43,486,684,873,691
C15orf43_m45249156,C15orf43,599,120,372,1089
C15orf43_m45249163,C15orf43,200,249,232,497
C15orf43_m45250585,C15orf43,128,223,913,625
C15orf43_p45248904,C15orf43,699,778,1666,1440
C15orf43_p45248913,C15orf43,978,793,2161,1293
C15orf43_p45248947,C15orf43,443,149,370,1085
C15orf43_p45248956,C15orf43,402,190,395,224
C15orf43_p45249080,C15orf43,956,507,1283,1913
C16orf11_m613295,C16orf11,393,636,934,1101
C16orf11_m613357,C16orf11,223,233,994,1267
C16orf11_m613366,C16orf11,1309,1046,3692,3064
C16orf11_m613396,C16orf11,348,465,908,1599
C16orf11_m613423,C16orf11,951,646,2564,2403
C16orf11_m613430,C16orf11,178,150,590,605
C16orf11_p613280,C16orf11,114,150,491,384
C16orf11_p613287,C16orf11,372,283,812,961
C16orf11_p613302,C16orf11,397,472,1608,1568
C16orf11_p613309,C16orf11,376,304,1155,742
C16orf74_m85741655,C16orf74,601,890,1764,2280
C16orf74_m85741666,C16orf74,76,0,111,0
C16orf74_m85743780,C16orf74,835,771,1701,2624
C16orf74_m85743787,C16orf74,73,172,383,389
C16orf74_m85743871,C16orf74,821,711,1731,2240
C16orf74_m85768797,C16orf74,652,240,929,1320
C16orf74_p85743823,C16orf74,1121,665,2071,2453
C16orf74_p85743838,C16orf74,585,616,1988,1666
C16orf74_p85743843,C16orf74,27,147,375,723
C16orf74_p85768784,C16orf74,455,833,2182,1359
C16orf78_m49407873,C16orf78,447,254,706,1038
C16orf78_m49407889,C16orf78,34,42,125,420
C16orf78_m49407947,C16orf78,155,139,955,1077
C16orf78_p49407846,C16orf78,985,537,1881,3606
C16orf78_p49407855,C16orf78,1423,676,2563,2295
C16orf78_p49407875,C16orf78,285,95,435,515
C16orf78_p49407905,C16orf78,363,909,1736,3463
C16orf78_p49407933,C16orf78,1081,678,1773,1583
C16orf78_p49407938,C16orf78,893,712,2800,3067
C16orf78_p49407950,C16orf78,570,654,979,1484
C16orf87_m46843674,C16orf87,552,559,1882,2164
C16orf87_m46858299,C16orf87,215,216,457,750
C16orf87_m46858365,C16orf87,367,274,1065,833
C16orf87_m46865030,C16orf87,265,478,1103,840
C16orf87_p46843659,C16orf87,100,98,297,145
C16orf87_p46858284,C16orf87,470,418,773,957
C16orf87_p46858347,C16orf87,600,394,1411,1288
C16orf87_p46858368,C16orf87,814,803,2219,3236
C16orf87_p46864989,C16orf87,723,416,920,1325
C16orf87_p46865022,C16orf87,532,495,1651,1487
C17orf53_m42225260,C17orf53,1259,1194,2412,2583
C17orf53_m42225279,C17orf53,455,306,821,1486
C17orf53_p42222578,C17orf53,1035,893,1537,1947
C17orf53_p42222584,C17orf53,578,413,1404,920
C17orf53_p42222599,C17orf53,952,783,920,1475
C17orf53_p42225221,C17orf53,95,179,508,412
C17orf53_p42225238,C17orf53,773,785,1885,1333
C17orf53_p42225246,C17orf53,834,260,1095,1783
C17orf53_p42225267,C17orf53,498,535,1360,1271
C17orf53_p42225292,C17orf53,361,227,769,1310
C17orf58_m65988127,C17orf58,1099,432,1393,1312
C17orf58_m65989033,C17orf58,837,658,1300,2198
C17orf58_m65989204,C17orf58,721,488,922,1360
C17orf58_p65988132,C17orf58,721,496,460,1232
C17orf58_p65988147,C17orf58,138,94,359,566
C17orf58_p65988165,C17orf58,488,525,1131,2263
C17orf58_p65989066,C17orf58,234,180,427,478
C17orf58_p65989073,C17orf58,383,179,258,175
C17orf58_p65989184,C17orf58,326,197,633,481
C17orf58_p65989217,C17orf58,538,441,125,843
C17orf59_m8093345,C17orf59,786,454,1668,2110
C17orf59_m8093372,C17orf59,215,78,361,450
C17orf59_m8093377,C17orf59,328,209,803,818
C17orf59_m8093384,C17orf59,436,205,504,1101
C17orf59_m8093397,C17orf59,367,172,607,428
C17orf59_m8093406,C17orf59,971,737,1518,1020
C17orf59_m8093445,C17orf59,479,511,1339,1652
C17orf59_p8093351,C17orf59,526,338,1797,1174
C17orf59_p8093408,C17orf59,1209,1021,2945,3431
C17orf59_p8093413,C17orf59,311,342,1097,935
C17orf62_m80407061,C17orf62,238,88,210,137
C17orf62_m80407067,C17orf62,156,368,866,843
C17orf62_m80407117,C17orf62,471,327,1126,1141
C17orf62_p80407045,C17orf62,253,489,928,1958
C17orf62_p80407053,C17orf62,922,641,1550,2210
C17orf62_p80407069,C17orf62,633,562,1861,1886
C17orf62_p80407075,C17orf62,358,532,686,1363
C17orf62_p80407082,C17orf62,385,354,1223,1051
C17orf62_p80407087,C17orf62,405,814,1464,837
C17orf62_p80407102,C17orf62,492,217,187,663
C17orf64_m58503163,C17orf64,68,184,660,639
C17orf64_m58503177,C17orf64,1180,927,1913,2838
C17orf64_m58503183,C17orf64,456,564,907,1438
C17orf64_m58503188,C17orf64,1360,826,2187,3174
C17orf64_p58499947,C17orf64,121,293,886,598
C17orf64_p58499953,C17orf64,1143,841,2114,2595
C17orf64_p58503142,C17orf64,925,791,2764,2187
C17orf64_p58503196,C17orf64,1013,783,1938,3097
C17orf64_p58503202,C17orf64,266,384,1052,1568
C17orf64_p58503208,C17orf64,552,566,1151,1188
C17orf67_m54872516,C17orf67,516,512,907,657
C17orf67_m54892254,C17orf67,569,340,501,656
C17orf67_m54893115,C17orf67,95,102,510,486
C17orf67_p54872495,C17orf67,544,470,1392,2427
C17orf67_p54872504,C17orf67,43,275,633,1393
C17orf67_p54892215,C17orf67,1978,1144,2838,3010
C17orf67_p54892223,C17orf67,1281,839,2069,2571
C17orf67_p54892267,C17orf67,193,189,390,726
C17orf67_p54892277,C17orf67,785,339,1334,1889
C17orf67_p54893136,C17orf67,805,1055,1776,1937
C17orf74_m7329018,C17orf74,237,438,1093,1145
C17orf74_m7329035,C17orf74,810,381,1221,1188
C17orf74_m7329068,C17orf74,880,287,1077,1189
C17orf74_m7329077,C17orf74,210,518,1254,1185
C17orf74_m7329093,C17orf74,598,584,1203,1101
C17orf74_m7329105,C17orf74,590,389,634,1343
C17orf74_m7329310,C17orf74,1097,1043,2030,3571
C17orf74_p7329079,C17orf74,859,678,1199,1466
C17orf74_p7329114,C17orf74,917,469,1714,2002
C17orf74_p7329123,C17orf74,1035,1375,2955,4842
C17orf80_m71231636,C17orf80,643,384,913,835
C17orf80_m71231657,C17orf80,160,107,104,222
C17orf80_m71231691,C17orf80,1028,860,2261,3509
C17orf80_m71231754,C17orf80,741,413,2777,2987
C17orf80_m71231759,C17orf80,786,757,2047,1675
C17orf80_m71231795,C17orf80,94,105,608,839
C17orf80_p71231623,C17orf80,136,157,596,405
C17orf80_p71231693,C17orf80,907,381,1209,1696
C17orf80_p71231842,C17orf80,223,229,882,1142
C17orf80_p71231848,C17orf80,298,140,1140,1643
C18orf25_m43795931,C18orf25,441,265,1135,1810
C18orf25_m43796141,C18orf25,679,496,1603,2172
C18orf25_p43795836,C18orf25,862,505,2011,1794
C18orf25_p43795845,C18orf25,1049,983,3680,1973
C18orf25_p43795911,C18orf25,1032,1098,3764,3075
C18orf25_p43795921,C18orf25,2404,1166,1999,699
C18orf25_p43795965,C18orf25,1770,1855,3564,3964
C18orf25_p43796015,C18orf25,735,549,1346,1148
C18orf25_p43796133,C18orf25,138,223,1185,1000
C18orf25_p43796190,C18orf25,482,615,857,1753
C18orf54_m51887000,C18orf54,333,510,1275,1073
C18orf54_m51887018,C18orf54,648,444,1123,1431
C18orf54_m51887036,C18orf54,57,334,542,494
C18orf54_m51887130,C18orf54,336,570,1103,1613
C18orf54_p51886983,C18orf54,333,432,872,1092
C18orf54_p51887002,C18orf54,563,659,1497,1942
C18orf54_p51887026,C18orf54,0,102,685,380
C18orf54_p51887079,C18orf54,230,115,742,164
C18orf54_p51887119,C18orf54,567,435,1901,1098
C18orf54_p51887203,C18orf54,449,76,525,1116
C19orf25_m1475221,C19orf25,721,734,1736,1066
C19orf25_m1478784,C19orf25,225,368,388,1188
C19orf25_m1478820,C19orf25,308,378,1087,763
C19orf25_m1478829,C19orf25,936,936,373,563
C19orf25_m1478892,C19orf25,833,552,2041,1220
C19orf25_p1475193,C19orf25,424,418,1297,1233
C19orf25_p1475223,C19orf25,443,435,1072,916
C19orf25_p1475229,C19orf25,367,341,1229,937
C19orf25_p1478789,C19orf25,1125,847,945,482
C19orf25_p1478872,C19orf25,400,199,1101,992
C19orf47_m40842236,C19orf47,417,471,862,1425
C19orf47_m40842268,C19orf47,374,726,1118,2481
C19orf47_m40842287,C19orf47,32,115,387,1041
C19orf47_m40847747,C19orf47,868,547,2067,2530
C19orf47_p40842241,C19orf47,937,1069,2728,2429
C19orf47_p40842247,C19orf47,486,418,1313,979
C19orf47_p40842258,C19orf47,1163,1395,2769,1299
C19orf47_p40842275,C19orf47,323,93,208,525
C19orf47_p40842291,C19orf47,552,568,1303,1242
C19orf47_p40847734,C19orf47,718,788,953,1276
C19orf67_m14196294,C19orf67,240,227,594,613
C19orf67_m14196416,C19orf67,532,478,1600,1586
C19orf67_p14196299,C19orf67,397,587,2112,2122
C19orf67_p14196341,C19orf67,654,628,2377,2853
C19orf67_p14196349,C19orf67,388,368,1459,1409
C19orf67_p14196356,C19orf67,243,228,444,650
C19orf67_p14196362,C19orf67,384,370,477,640
C19orf67_p14196374,C19orf67,0,5,85,218
C19orf67_p14196381,C19orf67,33,66,175,317
C19orf67_p14196418,C19orf67,708,531,1423,1635
C19orf80_m11350319,C19orf80,769,708,1411,1332
C19orf80_m11350382,C19orf80,431,400,799,1171
C19orf80_m11350393,C19orf80,533,224,1319,1131
C19orf80_m11350422,C19orf80,809,474,1270,1540
C19orf80_p11350321,C19orf80,458,308,800,1038
C19orf80_p11350327,C19orf80,157,296,1183,1130
C19orf80_p11350333,C19orf80,213,337,685,1557
C19orf80_p11350341,C19orf80,437,404,554,751
C19orf80_p11350354,C19orf80,792,343,1042,976
C19orf80_p11350412,C19orf80,542,160,494,148
C1orf101_m244681924,C1orf101,273,252,1069,909
C1orf101_m244681941,C1orf101,282,431,701,1184
C1orf101_m244715628,C1orf101,495,523,1550,2461
C1orf101_m244715741,C1orf101,336,288,240,469
C1orf101_m244715756,C1orf101,286,149,763,880
C1orf101_m244715765,C1orf101,26,203,1002,524
C1orf101_p244681907,C1orf101,996,365,1407,1387
C1orf101_p244715657,C1orf101,377,701,1459,1419
C1orf101_p244715744,C1orf101,424,301,756,851
C1orf101_p244715771,C1orf101,268,245,653,680
C1orf115_m220863760,C1orf115,229,440,860,1058
C1orf115_m220863767,C1orf115,331,248,607,945
C1orf115_m220863805,C1orf115,361,378,921,2190
C1orf115_m220863847,C1orf115,506,237,430,311
C1orf115_p220863731,C1orf115,825,734,1366,1677
C1orf115_p220863739,C1orf115,606,494,906,2066
C1orf115_p220863752,C1orf115,724,562,1508,2201
C1orf115_p220863777,C1orf115,1425,1036,1720,1945
C1orf115_p220863830,C1orf115,599,434,2255,2270
C1orf115_p220863839,C1orf115,614,562,1285,2429
C1orf173_m75112352,C1orf173,435,271,870,1268
C1orf173_m75112418,C1orf173,426,463,980,1541
C1orf173_m75112465,C1orf173,697,456,1484,1390
C1orf173_m75114907,C1orf173,392,423,1128,1224
C1orf173_m75114912,C1orf173,353,420,769,1646
C1orf173_m75114956,C1orf173,476,714,1318,1700
C1orf173_m75114961,C1orf173,421,699,1614,1221
C1orf173_m75114973,C1orf173,162,146,349,267
C1orf173_p75112376,C1orf173,107,120,421,111
C1orf173_p75139165,C1orf173,748,407,827,1072
C1orf174_m3809448,C1orf174,639,768,2775,2845
C1orf174_m3809499,C1orf174,499,243,811,1326
C1orf174_m3809511,C1orf174,537,717,2990,1304
C1orf174_m3809545,C1orf174,831,744,1733,4069
C1orf174_m3809555,C1orf174,149,143,256,499
C1orf174_m3816737,C1orf174,840,410,1702,1537
C1orf174_p3809440,C1orf174,331,228,1043,872
C1orf174_p3809466,C1orf174,383,176,911,751
C1orf174_p3809473,C1orf174,351,348,1340,1191
C1orf174_p3809482,C1orf174,1139,766,2207,2966
C1orf216_m36181781,C1orf216,457,472,1294,1083
C1orf216_m36181787,C1orf216,1112,690,2339,4086
C1orf216_m36181804,C1orf216,829,1169,2671,2502
C1orf216_m36181816,C1orf216,479,417,1680,977
C1orf216_m36181893,C1orf216,724,421,1384,1906
C1orf216_m36181904,C1orf216,800,335,966,1250
C1orf216_p36181819,C1orf216,859,836,1501,3427
C1orf216_p36181826,C1orf216,682,358,1009,1411
C1orf216_p36181842,C1orf216,1421,1251,3283,2569
C1orf216_p36181848,C1orf216,103,191,602,438
C1orf27_m186348930,C1orf27,606,742,1786,599
C1orf27_m186348955,C1orf27,318,158,115,434
C1orf27_m186352187,C1orf27,574,722,1428,933
C1orf27_m186352198,C1orf27,45,39,275,70
C1orf27_m186352224,C1orf27,737,142,943,1012
C1orf27_m186352234,C1orf27,239,145,378,465
C1orf27_p186348959,C1orf27,48,30,460,110
C1orf27_p186348964,C1orf27,477,196,836,672
C1orf27_p186352244,C1orf27,805,561,1151,1888
C1orf27_p186352266,C1orf27,1237,947,2585,2507
C1orf51_m150255677,C1orf51,613,635,458,1269
C1orf51_m150255689,C1orf51,480,226,1084,1497
C1orf51_m150255711,C1orf51,417,631,1378,1688
C1orf51_m150255745,C1orf51,951,419,2005,1914
C1orf51_m150255770,C1orf51,465,377,352,740
C1orf51_m150255801,C1orf51,473,413,1181,2002
C1orf51_p150255772,C1orf51,497,458,1171,886
C1orf51_p150255803,C1orf51,801,196,1542,677
C1orf51_p150255810,C1orf51,481,448,510,675
C1orf51_p150255832,C1orf51,120,161,533,250
C20orf194_m3362090,C20orf194,191,172,492,750
C20orf194_m3362109,C20orf194,1812,1440,3400,4035
C20orf194_m3362123,C20orf194,320,151,180,53
C20orf194_m3363075,C20orf194,779,295,1020,1293
